permit_number,geocode,permit_issued_date,address,dwellings,construction_type,permit_type,description,city
2016-MSS-COM-00135,04220031180037202,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037203,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037204,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037205,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037206,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037207,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037208,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037301,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037302,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037303,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037304,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037305,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037306,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037307,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037308,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037401,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037402,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037403,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037404,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037405,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037406,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037407,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037408,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00135,04220031180037999,2016-06-27,2625 DEARBORN AVE  #201,25,Commercial Construction,BNCON,LOT 1 D & R ADDITION OLD FORT RD CONDO DEV -/ COMMERCIAL SPACE,Missoula
2016-MSS-COM-00169,04220021204290000,2016-08-11,945 WYOMING ST,69,Commercial Construction,BNCON,CAMBIUM PLACE LOT 19A-1,Missoula
2016-MSS-RES-00009,04220011304080000,2016-02-01,3026 OLD POND RD,1,Residential Construction,BNSFR,"MARTINWOOD LOT 3, BLK 2",Missoula
2016-MSS-RES-00010,04219912208230000,2016-01-14,5333 FILLY LN,1,Residential Construction,BNSFR,LOT 196 44 RANCH ESTATES PHASE 7B,Missoula
2016-MSS-RES-00011,04209213209010000,2016-01-19,7107 BROOKE LYNN CT,1,Residential Construction,BNSFR,LOT 1 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00015,04219914403010000,2016-02-10,6600 W KIKI CT,1,Residential Construction,BNSFR,LOT 13 RIVERWALK ESTATES,Missoula
2016-MSS-RES-00018,04219912204330000,2016-02-22,2420 SNAFFLE BIT WAY,1,Residential Construction,BNSFR,LOT 224 44 RANCH PH 3 & 4,Missoula
2016-MSS-RES-00021,04220011316160000,2016-03-23,3231 CUMMINS WAY,1,Residential Construction,BNSFR,LOT 16 APPLE GROVE,Missoula
2016-MSS-RES-00032,04220014314075004,2016-03-25,2215 CALES CT,1,Residential Construction,BNSFR,LOT 4 BEAU COURT,Missoula
2016-MSS-RES-00033,04220029335320000,2016-03-10,2233 NORTH AVE W,1,Residential Construction,BNSFR,LOT 14 CARLINE ADDN,Missoula
2016-MSS-RES-00044,04219910308190000,2016-04-15,2942 CAMPSITE PL,1,Residential Construction,BNSFR,LOT 122 RANCH CLUB,Missoula
2016-MSS-RES-00045,04220118308010000,2016-02-25,401 CAHILL RISE,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00046,04220019314160000,2016-03-14,515 HIBERTA ST,1,Residential Construction,BNSFR,LOT 16 TERRACES ON 3RD,Missoula
2016-MSS-RES-00047,04220019314170000,2016-03-14,545 HIBERTA ST,1,Residential Construction,BNSFR,LOT 17 TERRACES ON 3RD,Missoula
2016-MSS-RES-00048,04220019314180000,2016-03-14,575 HIBERTA ST,1,Residential Construction,BNSFR,LOT 18 TERRACES ON 3RD,Missoula
2016-MSS-RES-00049,04220019314190000,2016-03-14,605 HIBERTA ST,1,Residential Construction,BNSFR,LOT 19 TERRACES ON 3RD,Missoula
2016-MSS-RES-00053,04209213209330000,2016-02-26,7146 AVERY LN,1,Residential Construction,BNSFR,LOT 33 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00059,04220019401370000,2016-02-22,797 PRESTON ST,1,Residential Construction,BNSFR,LOT 17 ORCHARD HOMES,Missoula
2016-MSS-RES-00061,04220019401440000,2016-02-17,713 PRESTON ST,1,Residential Construction,BNSFR,ORCHARD LOT 24,Missoula
2016-MSS-RES-00073,04209307203010000,2016-02-22,2332 56TH ST,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00083,04219912208020000,2016-03-01,5381 BARBED WIRE DR,1,Residential Construction,BNSFR,LOT 162 44 RANCH PHASE 7B,Missoula
2016-MSS-RES-00087,04220016312110000,2016-02-29,1428 COOPER ST,1,Residential Construction,BNSFR,LOT 14A SCHOOL ADDITION,Missoula
2016-MSS-RES-00104,04220027401100000,2016-03-17,1810 MAURICE AVE,1,Residential Construction,BNSFR,"UNIVERSITY ADDITION, BLK 8, LOT 11, 12 & 13",Missoula
2016-MSS-RES-00122,04220118308200000,2016-04-11,553 CAHILL RISE,1,Residential Construction,BNSFR,LOT 183 CANYON RIVER PHASE 5,Missoula
2016-MSS-RES-00125,04219910309090000,2016-04-05,2713-A BUNKHOUSE PL,1,Residential Construction,BNSFT,TOWNHOUSE A,Missoula
2016-MSS-RES-00126,04219910309070000,2016-04-05,2713-B BUNKHOUSE PL,1,Residential Construction,BNSFT,TOWNHOUSE B,Missoula
2016-MSS-RES-00129,04220028225020000,2016-03-18,839 ROLLINS ST,1,Residential Construction,BNSFR,LOT 15A SOUTH MISSOULA ADD BLK 28,Missoula
2016-MSS-RES-00132,04220032304060000,2016-05-11,4050 LONA CT,1,Residential Construction,BNSFR,LOT 1 THE HAVEN,Missoula
2016-MSS-RES-00133,04220032304070000,2016-05-11,4055 LONA CT,1,Residential Construction,BNSFR,LOT 4 THE HAVEN,Missoula
2016-MSS-RES-00136,04219912208180000,2016-03-16,2420 TENDERFOOT WAY,1,Residential Construction,BNSFR,LOT 178 44 RANCH PHASE 5,Missoula
2016-MSS-RES-00137,04220029201845001,2016-05-17,2302 ASPEN GROVE,1,Residential Construction,BNSFT,TH #1 CLARK FORK OPT 1,Missoula
2016-MSS-RES-00138,04220029201845002,2016-05-17,2304 ASPEN GROVE,1,Residential Construction,BNSFT,TH #2 CLARK FORK OPT 1,Missoula
2016-MSS-RES-00139,04220029201845003,2016-05-17,2310 ASPEN GROVE,1,Residential Construction,BNSFT,TH #3 BITTERROOT OPT 2,Missoula
2016-MSS-RES-00140,04220029201845004,2016-05-17,2312  ASPEN GROVE,1,Residential Construction,BNSFT,TH #4 BITTERROOT OPT 2,Missoula
2016-MSS-RES-00141,04220029201845005,2016-04-07,2318 ASPEN GROVE,1,Residential Construction,BNSFT,TH #5 CLARK FORK OPT 2,Missoula
2016-MSS-RES-00142,04220029201845006,2016-04-07,2320 ASPEN GROVE,1,Residential Construction,BNSFT,TH #6 CLARK FORK OPT 2,Missoula
2016-MSS-RES-00143,04220029201845007,2016-04-07,2326 ASPEN GROVE,1,Residential Construction,BNSFT,TH #7 BITTERROOT OPT 2,Missoula
2016-MSS-RES-00144,04220029201845008,2016-04-07,2328 ASPEN GROVE,1,Residential Construction,BNSFT,TH #8 BITTERROOT OPT 2,Missoula
2016-MSS-RES-00145,04220029201845009,2016-08-30,2334 ASPEN GROVE,1,Residential Construction,BNSFT,TH #9 CLARK FORK OPT 1,Missoula
2016-MSS-RES-00146,04220029201845010,2016-08-30,2336 ASPEN GROVE,1,Residential Construction,BNSFT,TH #10 CLARK FORK OPT 1,Missoula
2016-MSS-RES-00147,04220029201845033,2016-04-07,2327 ASPEN GROVE,1,Residential Construction,BNSFT,TH #47 CLARK FORK OPT 2,Missoula
2016-MSS-RES-00148,04220029201845034,2016-04-07,2329 ASPEN GROVE,1,Residential Construction,BNSFT,TH #48 CLARK FORK OPT 2,Missoula
2016-MSS-RES-00158,04220118305060000,2016-04-07,1078 BANDMANN TRL,1,Residential Construction,BNSFR,LOT 6B CANYON RIVER PH 2,Missoula
2016-MSS-RES-00174,04220019401320000,2016-04-06,716 PRESTON ST,1,Residential Construction,BNSFR,LOT 12 THE ORCHARD,Missoula
2016-MSS-RES-00179,04219910310120000,2016-03-30,2969 BUNKHOUSE PL,1,Residential Construction,BNSFR,LOT 177 RANCH CLUB,Missoula
2016-MSS-RES-00187,04220019401330000,2016-03-30,704 PRESTON ST,1,Residential Construction,BNSFR,LOT 13 ORCHARD,Missoula
2016-MSS-RES-00192,04220029369520000,2016-04-01,2217 BURLINGTON AVE,1,Residential Construction,BNSFR,LOT 8A CARLINE ADD #2 BLK F,Missoula
2016-MSS-RES-00203,04209213209350000,2016-04-13,7158 AVERY LN,1,Residential Construction,BNSFR,LINDA VISTA 14TH / LOT 35,Missoula
2016-MSS-RES-00208,04220029201845035,2016-04-07,2319 ASPEN GROVE,1,Residential Construction,BNSFT,TH #45 BITTERROOT OPT 2,Missoula
2016-MSS-RES-00209,04220029201845036,2016-04-07,2321 ASPEN GROVE,1,Residential Construction,BNSFT,TH #46 BITTERROOT OPT 2,Missoula
2016-MSS-RES-00210,04220014223180000,2016-05-06,1130 SPRINGS PL,1,Residential Construction,BNSFR,LOT 1A PARK ADD BLK 22,Missoula
2016-MSS-RES-00212,04209304309310000,2016-05-04,205 DEAN STONE DR,1,Residential Construction,BNSFR,LOT 144 MANSION HEIGHTS PH 13,Missoula
2016-MSS-RES-00224,04219912208040000,2016-04-12,5359 BARBED WIRE DR,1,Residential Construction,BNSFR,LOT 164 44 RANCH PH 7B,Missoula
2016-MSS-RES-00231,04220029247640000,2016-04-12,2431 S 08TH ST W,1,Residential Construction,BNSFR,LOT 5 GEESEY ADD,Missoula
2016-MSS-RES-00232,04220019315230000,2016-05-19,360 WINSTON LN,1,Residential Construction,BNSFR,LOT 23 WATERWHEEL TRAILS,Missoula
2016-MSS-RES-00239,04209213209290000,2016-05-10,7169 AVERY LN,1,Residential Construction,BNSFR,LOT 29 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00249,04220020326170000,2016-05-03,121 N CURTIS ST,1,Residential Construction,BNSFR,LOT 8 EVERARD ADDITION,Missoula
2016-MSS-RES-00252,04209212101180000,2016-04-26,6005 HELENA DR,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00253,04220014223110000,2016-05-16,1110 SPRINGS PL,1,Residential Construction,BNSFR,LOT B1 PARK ADD BLK 22,Missoula
2016-MSS-RES-00254,04220029209310000,2016-05-12,1525 KEMP ST,1,Residential Construction,BNSFR,LOT 31 A DALYS ADDITION,Missoula
2016-MSS-RES-00255,04219910307090000,2016-07-05,2967 PRADA DR,1,Residential Construction,BNSFR,LOT 84 RANCH CLUB PH 4 & 5,Missoula
2016-MSS-RES-00273,04219912208110000,2016-05-03,5320 FILLY LN,1,Residential Construction,BNSFR,LOT 171 44 RANCH P0H 7B,Missoula
2016-MSS-RES-00285,04209304306010000,2016-05-26,630 SPANISH PEAKS DR,1,Residential Construction,BNSFR,LOT 20 MANSION HEIGHTS PHASE V,Missoula
2016-MSS-RES-00290,04219912207150000,2016-04-26,5470 HORN RD,1,Residential Construction,BNSFR,44 RANCH PHASE 7A LOT 108,Missoula
2016-MSS-RES-00291,04220118308220000,2016-05-03,569 CAHILL RISE,1,Residential Construction,BNSFR,LOT 185 CANYON RIVER PHASE 5,Missoula
2016-MSS-RES-00292,04209213209430000,2016-05-06,7190 BROOKE LYNN CT,1,Residential Construction,BNSFR,LOT 43 LINDA VISTA 14TH SUPP,Missoula
2016-MSS-RES-00300,04219914103030000,2016-05-05,1710 DINO CT,1,Residential Construction,BNSFR,LOT 10 DINO ESTATES,Missoula
2016-MSS-RES-00301,04209213209320000,2016-05-06,7140 AVERY LN,1,Residential Construction,BNSFR,LOT 32 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00303,04219924405320000,2016-05-19,380 STONYBROOK DR,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00309,04219924405350000,2016-05-12,440 STONYBROOK DR,1,Residential Construction,BNSFR,LOT 17A STONYBROOK,Missoula
2016-MSS-RES-00315,04219910310100000,2016-05-16,2947 BUNKHOUSE PL,1,Residential Construction,BNSFR,LOT 175 RANCH CLUB PHASE 7,Missoula
2016-MSS-RES-00322,04219912205250000,2016-05-16,5365 HORN RD,1,Residential Construction,BNSFR,LOT 74 44 RANCH,Missoula
2016-MSS-RES-00337,04219912207060000,2016-06-29,5431 HORN RD,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00340,04220029121100000,2016-06-02,1918 S 13TH ST W,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00343,04219914103040000,2016-05-13,1720 DINO CT,1,Residential Construction,BNSFR,LOT 9 DINO ESTATES 002,Missoula
2016-MSS-RES-00347,04209213209130000,2016-07-27,7146 BROOKE LYNN CT,1,Residential Construction,BNSFR,LOT 13 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00348,04219914103120000,2016-06-03,1735 DINO CT,1,Residential Construction,BNSFR,LOT 2 DINO ESTATES,Missoula
2016-MSS-RES-00351,04220019315210000,2016-05-25,320 WINSTON LN,1,Residential Construction,BNSFR,LOT 21 WATER WHEEL TRAILS,Missoula
2016-MSS-RES-00353,04220019116170000,2016-05-16,2710 RODERICK WAY,1,Residential Construction,BNSFR,LOT 17 STREMSIDE,Missoula
2016-MSS-RES-00356,04209305204030000,2016-05-12,915 POLARIS WAY,1,Residential Construction,BNSFR,LOT 7 MOUNTAIN SHADOWS #1,Missoula
2016-MSS-RES-00371,04219914109220000,2016-06-20,1711 SHINDIG DR,1,Residential Construction,BNSFR,LOT 11 VALLEY SUBDIVISION,Missoula
2016-MSS-RES-00374,04209213209200000,2016-05-26,7104 BROOKE LYNN CT,1,Residential Construction,BNSFR,LOT 20 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00382,04220019401400000,2016-05-16,773 PRESTON ST,1,Residential Construction,BNSFR,LOT 20 HAWTHORNE SUB,Missoula
2016-MSS-RES-00383,04219910304620000,2016-05-16,2747 CARNOUSTIE WAY,1,Residential Construction,BNSFR,LOT 62 PHANTOM HILLS,Missoula
2016-MSS-RES-00384,04220019401390000,2016-05-17,761 PRESTON ST,1,Residential Construction,BNSFR,LOT 19 ORCHARD PH 2,Missoula
2016-MSS-RES-00387,04209213208210000,2016-06-03,7155 JOY DR,1,Residential Construction,BNSFR,LOT 21 LINDA VISTA 13TH SUP,Missoula
2016-MSS-RES-00388,04220012303120000,2016-06-07,24 HARMONY CIRCLE CT,1,Residential Construction,BNSFR,LOT 24 LINCOLN HILLS #6,Missoula
2016-MSS-RES-00390,04209213209140000,2016-06-10,7140 BROOKE LYNN CT,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00395,04219924405180000,2016-06-09,475 STONYBROOK DR,1,Residential Construction,BNSFR,LOT 38 STONY BROOK,Missoula
2016-MSS-RES-00396,04220019315220000,2016-05-25,340 WINSTON LN,1,Residential Construction,BNSFR,LOT 22 WATER WHEEL TRAILS,Missoula
2016-MSS-RES-00404,04220019315240000,2016-05-26,380 WINSTON LN,1,Residential Construction,BNSFR,LOT 24 WATER WHEEL TRAILS,Missoula
2016-MSS-RES-00412,04209213209080000,2016-07-01,7149 BROOKE LYNN CT,1,Residential Construction,BNSFR,LOT 8 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00414,04220118308090000,2016-06-15,465 CAHILL RISE,1,Residential Construction,BNSFR,LOT 172 CANYON RIVER PHASE 5,Missoula
2016-MSS-RES-00425,04209213209070000,2016-07-01,7145 BROOKE LYNN CT,1,Residential Construction,BNSFR,LOT 7 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00429,04220019401450000,2016-06-02,701 PRESTON ST,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00431,04209213210040000,2016-06-13,7110 AVERY LN,1,Residential Construction,BNSFR,LOT 4 LINDA VISTA,Missoula
2016-MSS-RES-00436,04209213209280000,2016-08-02,7161 AVERY LN,1,Residential Construction,BNSFR,LOT 28 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00438,04220029369520000,2016-06-01,2215 BURLINGTON AVE,1,Residential Construction,BNSFR,LOT 7A CARLINE #2 BLK F,Missoula
2016-MSS-RES-00447,04219910310090000,2016-06-06,2935 BUNKHOUSE PL,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00449,04219912208160000,2016-07-19,5372 FILLY LN,1,Residential Construction,BNSFR,LOT 176 44 RANCH PH 7B,Missoula
2016-MSS-RES-00454,04220019315290000,2016-07-01,305 HIBERTA ST,1,Residential Construction,BNSFR,LOT 29 WATER WHEEL TRAILS,Missoula
2016-MSS-RES-00456,04220019315280000,2016-07-01,325 HIBERTA ST,1,Residential Construction,BNSFR,LOT 28 WATER WHEELS,Missoula
2016-MSS-RES-00458,04209213209090000,2016-07-01,7155 BROOKE LYNN CT,1,Residential Construction,BNSFR,LOT 9 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00465,04219912208170000,2016-06-14,5382 FILLY LN,1,Residential Construction,BNSFR,LOT 177 44 RANCH,Missoula
2016-MSS-RES-00470,04219910309030000,2016-08-16,2741 BUNKHOUSE PL,1,Residential Construction,BNSFR,LOT 133 RANCH CLUB,Missoula
2016-MSS-RES-00471,04219924405310000,2016-06-15,360 STONYBROOK DR,1,Residential Construction,BNSFR,LOT 9B STONYBROOK PHASE 1,Missoula
2016-MSS-RES-00476,04220118305130000,2016-07-05,910 BANDMANN TRL,1,Residential Construction,BNSFR,LOT 13B CANYON RIVER,Missoula
2016-MSS-RES-00484,04209304309570000,2016-07-19,312 DEAN STONE DR,1,Residential Construction,BNSFR,LOT 157 MANSION HEIGHTS PHASE 8,Missoula
2016-MSS-RES-00494,04220019315200000,2016-06-23,335 WINSTON LN,1,Residential Construction,BNSFR,LOT 20 WATERWHEEL TRAILS,Missoula
2016-MSS-RES-00502,04220016107340000,2016-07-21,929 CHARLO ST,1,Residential Construction,BNSFR,CHARLO STREET TOWNHOMES #1,Missoula
2016-MSS-RES-00503,04220016107330000,2016-07-21,923 CHARLO ST,1,Residential Construction,BNSFR,CHARLO STREET TOWNHOMES #2,Missoula
2016-MSS-RES-00504,04220016107330000,2016-07-21,925 CHARLO ST,1,Residential Construction,BNSFR,CHARLO STREET TOWNHOMES #3,Missoula
2016-MSS-RES-00505,04220016107340000,2016-07-21,927 CHARLO ST,1,Residential Construction,BNSFR,CHARLO STREET TOWNHOMES #4,Missoula
2016-MSS-RES-00509,04209213209050000,2016-07-12,7135 BROOKE LYNN CT,1,Residential Construction,BNSFR,LOT 5 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00510,04209213209060000,2016-07-12,7141 BROOKE LYNN CT,1,Residential Construction,BNSFR,LOT 6 LINDA VISTA 14TH,Missoula
2016-MSS-RES-00520,04220014209110000,2016-07-01,2208 GILBERT AVE,1,Residential Construction,BNSFR,LOT 5 LINCOLN SCHOOL PNC,Missoula
2016-MSS-RES-00548,04219910310010000,2016-08-10,8310 RANCH CLUB RD,1,Residential Construction,BNSFR,LOT 166 RANCH CLUB PH 7,Missoula
2016-MSS-RES-00566,04219912102255037,2016-07-20,2513 FREEDOM LP,1,Residential Construction,BNSFR,ENVELOPE #37,Missoula
2016-MSS-RES-00567,04219912102255030,2016-07-11,5060 CATTLE DR,1,Residential Construction,BNSFR,ENVELOPE #30,Missoula
